mt20id,prfnm,prfpdfrom,prfpdto,fcltynm,poster,genrenm,openrun,prfstate
PF235101,다담 茶談,2024.02.28,2024.11.27,국립국악원,http://www.kopis.or.kr/upload/pfmPoster/PF_PF235101_240207_103227.jpg,한국음악(국악),N,공연중
PF234739,"더 맨 얼라이브, 초이스",2024.03.22,2024.09.29,더 서울라이티움 (갤러리아포레),http://www.kopis.or.kr/upload/pfmPoster/PF_PF234739_240426_133221.gif,뮤지컬,N,공연중
PF234521,사춘기메들리 [대학로],2024.02.01,2024.07.31,아라아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF234521_240126_100644.gif,연극,Y,공연중
PF234318,딜리버리 [대학로],2024.02.03,2024.07.31,아라아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF234318_240122_140900.jpg,연극,Y,공연중
PF234123,나의PS파트너,2024.02.03,2024.07.31,마루아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF234123_240125_112011.gif,연극,Y,공연중
PF233263,인사이드 미,2024.01.03,2024.07.28,JTN 아트홀(구. 대학로예술마당),http://www.kopis.or.kr/upload/pfmPoster/PF_PF233263_240102_124103.jpg,뮤지컬,Y,공연중
PF233082,ABBA: 아바,2024.02.01,2024.08.31,광야아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF233082_231226_135000.png,뮤지컬,N,공연중
PF232643,"삼청각 수요상설공연, 三淸: 삼청",2024.02.14,2024.12.25,삼청각,http://www.kopis.or.kr/upload/pfmPoster/PF_PF232643_231218_104512.gif,한국음악(국악),N,공연중
PF232476,토요명품,2024.01.06,2024.12.28,국립국악원,http://www.kopis.or.kr/upload/pfmPoster/PF_PF232476_231214_092554.jpg,한국음악(국악),N,공연중
PF231450,반짝반짝 백설공주,2023.12.24,2024.07.28,달밤엔씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF231450_240429_105253.jpg,뮤지컬,Y,공연중
PF231084,망원동 브라더스 [대학로],2024.01.05,2024.07.31,유니플렉스,http://www.kopis.or.kr/upload/pfmPoster/PF_PF231084_240709_113452.gif,연극,Y,공연중
PF231023,재즈소사이어티서울 재즈공연,2023.06.07,2025.01.31,재즈소사이어티 서울(서울브루어리 성수 5층),http://www.kopis.or.kr/upload/pfmPoster/PF_PF231023_231127_180308.png,대중음악,Y,공연중
PF230982,오렌지 스카이 [대학로],2023.12.21,2024.07.28,달밤엔씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF230982_231127_162516.jpg,연극,Y,공연중
PF229985,천로역정,2023.12.09,2024.08.31,명륜아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229985_240429_095219.gif,뮤지컬,Y,공연중
PF228793,사랑에 빠지기까지 D-100,2023.11.17,2024.08.31,"아루또소극장(구. 소담소극장, 구. 코메디컬센터)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF228793_240617_101257.gif,연극,Y,공연중
PF226333,언제는 행복하지 않은 순간이 있었나요 (언행순) [서울],2023.09.02,2024.08.15,엠스테이지(구.인사아트홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF226333_230920_161919.jpeg,뮤지컬,Y,공연중
PF224650,그곳에 있었다 [대학로],2023.09.01,2024.08.31,댕로홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF224650_230828_103040.jpg,연극,Y,공연중
PF224137,매직 사이언스 콘서트 [대학로],2023.04.30,2024.07.28,한예극장,http://www.kopis.or.kr/upload/pfmPoster/PF_PF224137_230818_105814.png,서커스/마술,Y,공연중
PF223694,미래상상마술쇼 [대학로],2023.08.19,2024.08.11,파랑새극장(구. 샘터파랑새극장),http://www.kopis.or.kr/upload/pfmPoster/PF_PF223694_230811_150439.jpg,서커스/마술,Y,공연중
PF222985,셰프 [서울],2023.08.01,2024.07.30,명보아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF222985_230731_110538.gif,뮤지컬,Y,공연중
PF220666,수상한 흥신소 [소극장 선물],2023.01.05,2024.08.25,소극장 선물 1관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF220666_230622_112849.gif,연극,Y,공연중
PF220426,죽여주는 이야기,2023.07.01,2024.10.31,지인시어터(구. 알과핵소극장),http://www.kopis.or.kr/upload/pfmPoster/PF_PF220426_240514_093156.gif,연극,Y,공연중
PF219578,크리미널 시즌5 [대학로],2023.06.14,2024.08.31,봄날아트홀(구. 아리랑소극장),http://www.kopis.or.kr/upload/pfmPoster/PF_PF219578_230602_151657.jpg,연극,Y,공연중
PF218049,최신혁의 IMAGINE,2020.06.27,2024.08.31,문엔트리,http://www.kopis.or.kr/upload/pfmPoster/PF_PF218049_230508_154736.jpg,서커스/마술,Y,공연중
PF217305,매직쇼 블루문,2023.05.20,2024.08.17,문엔트리,http://www.kopis.or.kr/upload/pfmPoster/PF_PF217305_230424_133657.png,서커스/마술,N,공연중
PF216819,"이머시브씨어터, 카지노",2023.04.28,2024.07.31,대학로스타시티,http://www.kopis.or.kr/upload/pfmPoster/PF_PF216819_230415_031912.gif,연극,Y,공연중
PF216782,Piano Trio Concert,2023.05.06,2024.08.31,entry55,http://www.kopis.or.kr/upload/pfmPoster/PF_PF216782_240411_103837.png,대중음악,Y,공연중
PF216355,오마이갓 [전용관],2023.04.10,2024.08.31,오마이갓 전용관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF216355_230406_143822.gif,연극,Y,공연중
PF215020,핫식스,2023.04.01,2024.08.31,도토리씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF215020_230315_130848.gif,연극,Y,공연중
PF214941,너의 목소리가 들려,2023.04.02,2024.08.31,도토리씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF214941_230314_111145.gif,연극,Y,공연중
PF214630,영재한음 (국악)회,2023.01.29,2024.12.29,남산골한옥마을,http://www.kopis.or.kr/upload/pfmPoster/PF_PF214630_230308_183127.PNG,한국음악(국악),N,공연중
PF209512,Special GIG,2023.01.28,2024.10.26,entry55,http://www.kopis.or.kr/upload/pfmPoster/PF_PF209512_230109_141958.jpg,대중음악,Y,공연중
PF201691,김종욱 찾기,2022.11.18,2024.08.31,브릭스씨어터 (구. 콘텐츠 그라운드 구. 브로드웨이아트홀 [3관]),http://www.kopis.or.kr/upload/pfmPoster/PF_PF201691_221108_133510.gif,뮤지컬,Y,공연중
PF199614,The entry to JAZZ,2022.10.07,2024.08.31,entry55,http://www.kopis.or.kr/upload/pfmPoster/PF_PF199614_221007_140615.png,대중음악,Y,공연중
PF195636,런던 레코드,2022.08.17,2024.07.31,엠스테이지(구.인사아트홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF195636_220803_095831.jpg,뮤지컬,Y,공연중
PF194359,마술 그리스신화 [송파],2022.07.06,2024.07.27,송파브이아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF194359_220711_114119.jpg,서커스/마술,Y,공연중
PF190780,로멘틱 홀리데이 매직쇼,2022.05.02,2024.12.31,문엔트리,http://www.kopis.or.kr/upload/pfmPoster/PF_PF190780_220510_102409.jpg,서커스/마술,Y,공연중
PF188943,써니텐,2022.05.05,2024.07.31,하마씨어터(구. 가든씨어터),http://www.kopis.or.kr/upload/pfmPoster/PF_PF188943_220404_124309.gif,뮤지컬,Y,공연중
PF186819,늘근도둑이야기,2022.03.05,2024.08.31,아트포레스트 아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF186819_220216_102054.gif,연극,Y,공연중
PF186491,VIP 매직쇼,2022.01.28,2024.12.28,문엔트리,http://www.kopis.or.kr/upload/pfmPoster/PF_PF186491_220207_140515.png,서커스/마술,Y,공연중
PF186310,스위치 [아스가르드 씨어터],2022.02.11,2024.08.31,아스가르드 씨어터(구. 낙산씨어터),http://www.kopis.or.kr/upload/pfmPoster/PF_PF186310_220203_105210.gif,연극,Y,공연중
PF185428,행오버,2022.01.21,2024.07.31,"정극장 (구. M시어터, 구.하모니아트홀)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF185428_240130_171315.gif,연극,Y,공연중
PF185308,두들팝 [서울],2022.01.22,2024.08.31,신한카드 SOL페이 스퀘어(구.신한pLay 스퀘어),http://www.kopis.or.kr/upload/pfmPoster/PF_PF185308_240226_095326.gif,뮤지컬,Y,공연중
PF183513,스크루테이프의 편지,2022.01.01,2024.08.31,북촌나래홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF183513_211122_133407.gif,뮤지컬,Y,공연중
PF178635,장수탕 선녀님 [서울숲],2021.09.16,2024.08.04,더 서울라이티움 (갤러리아포레),http://www.kopis.or.kr/upload/pfmPoster/PF_PF178635_210820_102721.gif,뮤지컬,Y,공연중
PF178134,반짝반짝 인어공주,2021.08.21,2024.07.28,달밤엔씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF178134_210809_125033.PNG,뮤지컬,Y,공연중
PF173894,프리즌 [H씨어터],2021.05.01,2024.07.31,에이치씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF173894_240522_105343.gif,뮤지컬,Y,공연중
PF173180,운빨로맨스 [컬쳐씨어터],2021.05.01,2024.07.31,컬쳐씨어터(구. 휴먼시어터),http://www.kopis.or.kr/upload/pfmPoster/PF_PF173180_240510_093731.jpg,연극,Y,공연중
PF172538,한뼘사이 [라온아트홀],2021.03.19,2024.08.31,라온아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF172538_210318_095642.jpg,연극,Y,공연중
PF170941,연극라면,2021.01.14,2024.08.31,해피씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF170941_210106_102633.gif,연극,Y,공연중
PF161298,자취,2020.02.28,2024.07.31,댕로홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF161298_200911_090916.gif,연극,Y,공연중
PF160126,끝까지 간다,2019.12.24,2024.07.28,북극곰소극장(구.아뮤스소극장),http://www.kopis.or.kr/upload/pfmPoster/PF_PF160126_220419_101543.gif,연극,Y,공연중
PF159714,세례요한,2019.12.21,2024.08.31,북촌나래홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF159714_191216_125554.jpg,뮤지컬,Y,공연중
PF152141,북극곰 예술여행,2019.07.20,2024.07.28,북극곰소극장(구.아뮤스소극장),http://www.kopis.or.kr/upload/pfmPoster/PF_PF152141_190724_140737.jpg,연극,Y,공연중
PF151901,요리하는 마술사 [대학로],2019.06.29,2024.09.01,맛있는 극장,http://www.kopis.or.kr/upload/pfmPoster/PF_PF151901_190719_134111.gif,서커스/마술,Y,공연중
PF150502,1미터 마술공연 [강남],2018.12.15,2024.07.27,매지클,http://www.kopis.or.kr/upload/pfmPoster/PF_PF150502_190701_174122.gif,서커스/마술,Y,공연중
PF145801,반짝반짝 라푼젤,2018.08.01,2024.07.27,달밤엔씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF145801_181213_104716.jpg,뮤지컬,Y,공연중
PF144982,택시안에서 [서울],2018.10.12,2024.07.31,해바라기소극장(구. 훈아트홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF144982_181017_114924.jpg,연극,Y,공연중
PF175093,뷰티풀라이프,2021.02.06,2024.07.31,JTN 아트홀(구. 대학로예술마당),http://www.kopis.or.kr/upload/pfmPoster/PF_PF175093_220610_132226.jpg,연극,Y,공연중
PF138268,시간을 파는 상점,2017.07.01,2024.09.01,"파랑씨어터 (구. 도향아트홀, 구. 뮤디스홀)",http://www.kopis.or.kr/upload/pfmPoster/PF_PF138268_200102_102145.gif,연극,Y,공연중
PF121682,옥탑방 고양이 [대학로],2010.04.06,2024.07.31,틴틴홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF121682_210322_143051.gif,연극,Y,공연중
