mt20id,prfnm,prfpdfrom,prfpdto,fcltynm,prfcast,prfcrew,prfruntime,prfage,entrpsnm,pcseguidance,poster,sty,genrenm,openrun,prfstate,mt10id,dtguidance,styurls
PF161298,자취,2020.02.28,2024.07.31,댕로홀 (댕로홀),"김주영, 박경수, 지수아, 정지원, 장솔하, 김훈민, 류하륜 등","진종현, 박상철",1시간 20분,만 13세 이상,위로팩토리,"전석 50,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF161298_200911_090916.gif, ,연극,Y,공연중,FC001099,"월요일 ~ 금요일(14:30,16:10,16:30,18:00,18:10,20:00), 토요일(13:00,14:00,17:20,18:10,19:00,19:10,19:20,20:00,20:40,20:45,21:00), 일요일(13:00,14:30,17:30,17:40,17:50,18:10,19:00,19:15,19:20,19:30,20:00,21:00), HOL(13:00,14:30,16:00,17:00,17:30,17:40,17:50,19:00,19:15,19:20,21:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF161298_240517_0946101.jpg']
PF160126,끝까지 간다,2019.12.24,2024.07.28,북극곰소극장(구.아뮤스소극장) (북극곰소극장(구.아뮤스소극장)),"김준희, 유용, 구관회, 윤정욱, 권소원, 정소리, 신정은 등","김영현, 이현지, 이경구 등",1시간 20분,만 12세 이상, ,"전석 35,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF160126_220419_101543.gif, ,연극,Y,공연중,FC001814,"목요일 ~ 금요일(20:00), 토요일 ~ 일요일(15:00,18:00), HOL(18:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF160126_220419_1015431.jpg']
PF159714,세례요한,2019.12.21,2024.08.31,북촌나래홀 (북촌나래홀),"김솔로몬, 이수함, 이나영, 박예소, 이동국","서은영, 박예소, 김은지 등",1시간 40분,만 10세 이상, ,"전석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF159714_191216_125554.jpg, ,뮤지컬,Y,공연중,FC000558,"목요일(19:30), 금요일(15:00), 일요일(17:00), 토요일(14:30)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF159714_200805_0930261.jpg']
PF152141,북극곰 예술여행,2019.07.20,2024.07.28,북극곰소극장(구.아뮤스소극장) (북극곰소극장(구.아뮤스소극장)),"김영현, 윤도훈, 김태근, 양근아, 손지원, 박종빈, 박현규 등","김영현, 한우경, 이현지 등",1시간,48개월 이상, ,"전석 35,000원, 돗자리석 25,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF152141_190724_140737.jpg, ,연극,Y,공연중,FC001814,"토요일 ~ 일요일(11:00,13:00,15:00), HOL(11:00,13:00,15:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF152141_190724_0207370.jpg']
PF151901,요리하는 마술사 [대학로],2019.06.29,2024.09.01,맛있는 극장 (맛있는 극장),"박연수, 한준희, 이원혁, 고태선, 박현우, 이희민","김용민, 조희, 박인서",1시간 10분,전체 관람가, ,"전석 30,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF151901_190719_134111.gif, ,서커스/마술,Y,공연중,FC001105,"수요일 ~ 금요일(11:00,13:00,15:00), 토요일 ~ 일요일(11:00,13:00,15:00), HOL(11:00,13:00,15:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF151901_200702_0304201.jpg']
PF150502,1미터 마술공연 [강남],2018.12.15,2024.07.27,매지클 (매지클),"강성경, 도기문, 정창교, 최효원", ,1시간,만 7세 이상,문팩토리매직,"전석 35,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF150502_190701_174122.gif, ,서커스/마술,Y,공연중,FC002103,"토요일(16:00,17:00,18:00,19:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF150502_200511_1039371.jpg']
PF145801,반짝반짝 라푼젤,2018.08.01,2024.07.27,달밤엔씨어터 (달밤엔씨어터),"이시영, 허정호, 김성환, 임슬해",김대철,50분,전체 관람가, ,"전석 30,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF145801_181213_104716.jpg, ,뮤지컬,Y,공연중,FC001884,"토요일 ~ 일요일(12:00), HOL(12:00)","['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF145801_210812_04081225.jpg', 'http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF145801_210812_04073422.jpg']"
PF144982,택시안에서 [서울],2018.10.12,2024.07.31,해바라기소극장(구. 훈아트홀) (해바라기소극장(구. 훈아트홀)),"손찬성, 한송호, 이규, 이용헌, 임현준, 박소희, 송유진 등", ,1시간 40분,만 12세 이상, ,"전석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF144982_181017_114924.jpg, ,연극,Y,공연중,FC001431,"화요일 ~ 목요일(19:30), 금요일(17:00,19:30), 토요일(14:00,16:30,19:00), 일요일(14:30,15:30,17:00,18:00), HOL(11:00,14:30,15:30,17:00,18:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF144982_210323_0937181.jpg']
PF175093,뷰티풀라이프,2021.02.06,2024.07.31,JTN 아트홀(구. 대학로예술마당) (4관),"조준, 김원진, 김진호, 정경식, 김가현, 김사희, 권순미 등","김승민, 허영웅",1시간 30분,만 8세 이상, ,"전석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF175093_220610_132226.jpg, ,연극,Y,공연중,FC000139,"목요일 ~ 금요일(19:30), 토요일(14:00,14:30,15:00,17:30,18:00), 일요일(14:00,14:30,17:00,17:30), HOL(14:00,14:30,15:00,17:00,17:30), 화요일 ~ 금요일(19:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF175093_220610_0123001.jpg']
PF138268,시간을 파는 상점,2017.07.01,2024.09.01,"파랑씨어터 (구. 도향아트홀, 구. 뮤디스홀) (파랑씨어터 (구. 도향아트홀, 구. 뮤디스홀))","박세은, 정현진, 차수영, 최준식, 김용오, 남기찬, 배혜수 등","김선영, 정진국, 김진아",1시간 20분,만 7세 이상, ,"전석 45,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF138268_200102_102145.gif, ,연극,Y,공연중,FC000749,"금요일(16:00), 토요일(11:00,13:00,15:00,17:00), 일요일(11:00,13:00,15:00)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF138268_240610_0427221.jpg']
PF121682,옥탑방 고양이 [대학로],2010.04.06,2024.07.31,틴틴홀 (틴틴홀),"황민환, 김환, 정회형, 문지원, 양솔, 윤봄, 한설 등", ,1시간 40분,만 13세 이상, ,"전석 40,000원",http://www.kopis.or.kr/upload/pfmPoster/PF_PF121682_210322_143051.gif, ,연극,Y,공연중,FC000806,"월요일 ~ 금요일(15:00,17:15,19:30), 토요일 ~ 일요일(11:50,12:50,14:00,15:00,16:15,17:15,18:30,19:30,20:30), HOL(11:50,12:00,12:50,14:00,14:10,15:00,16:15,16:20,17:15,18:30,19:30,20:30)",['http://www.kopis.or.kr/upload/pfmIntroImage/PF_PF121682_240624_1231231.jpg']
